f_S[GHz],real(Zin),imag(Zin),,,,,
11.55,2.74E-02,-44.4,,,,,
11.56,2.74E-02,-44.36,,,,,
11.57,2.73E-02,-44.32,,,,,
11.58,2.73E-02,-44.29,,,,,
11.59,2.72E-02,-44.25,,,,,
11.6,2.72E-02,-44.21,,,,,
11.61,2.71E-02,-44.17,,,,,
11.62,2.71E-02,-44.13,,,,,
11.63,2.71E-02,-44.09,,,,,
11.64,2.70E-02,-44.06,,,,,
11.65,2.70E-02,-44.02,,,,,
11.66,2.69E-02,-43.98,,,,,
11.67,2.69E-02,-43.94,,,,,
11.68,2.69E-02,-43.91,,,,,
11.69,2.68E-02,-43.87,,,,,
11.7,2.68E-02,-43.83,,,,,
11.71,2.67E-02,-43.79,,,,,
11.72,2.67E-02,-43.76,,,,,
11.73,2.67E-02,-43.72,,,,,
11.74,2.66E-02,-43.68,,,,,
11.75,2.66E-02,-43.64,,,,,
11.76,2.65E-02,-43.61,,,,,
11.77,2.65E-02,-43.57,,,,,
11.78,2.65E-02,-43.53,,,,,
11.79,2.64E-02,-43.5,,,,,
11.8,2.64E-02,-43.46,,,,,
11.81,2.63E-02,-43.42,,,,,
11.82,2.63E-02,-43.38,,,,,
11.83,2.63E-02,-43.35,,,,,
11.84,2.62E-02,-43.31,,,,,
11.85,2.62E-02,-43.27,,,,,
11.86,2.61E-02,-43.24,,,,,
11.87,2.61E-02,-43.2,,,,,
11.88,2.61E-02,-43.17,,,,,
11.89,2.60E-02,-43.13,,,,,
11.9,2.60E-02,-43.09,,,,,
11.91,2.59E-02,-43.06,,,,,
11.92,2.59E-02,-43.02,,,,,
11.93,2.59E-02,-42.98,,,,,
11.94,2.58E-02,-42.95,,,,,
11.95,2.58E-02,-42.91,,,,,
11.96,2.58E-02,-42.88,,,,,
11.97,2.57E-02,-42.84,,,,,
11.98,2.57E-02,-42.8,,,,,
11.99,2.56E-02,-42.77,,,,,
12,2.56E-02,-42.73,,,,,
12.01,2.56E-02,-42.7,,,,,
12.02,2.55E-02,-42.66,,,,,
12.03,2.55E-02,-42.63,,,,,
12.04,2.54E-02,-42.59,,,,,
12.05,2.54E-02,-42.56,,,,,
12.06,2.54E-02,-42.52,,,,,
12.07,2.53E-02,-42.48,,,,,
12.08,2.53E-02,-42.45,,,,,
12.09,2.53E-02,-42.41,,,,,
12.1,2.52E-02,-42.38,,,,,
12.11,2.52E-02,-42.34,,,,,
12.12,2.52E-02,-42.31,,,,,
12.13,2.51E-02,-42.27,,,,,
12.14,2.51E-02,-42.24,,,,,
12.15,2.50E-02,-42.2,,,,,
12.16,2.50E-02,-42.17,,,,,
12.17,2.50E-02,-42.14,,,,,
12.18,2.49E-02,-42.1,,,,,
12.19,2.49E-02,-42.07,,,,,
12.2,2.49E-02,-42.03,,,,,
12.21,2.48E-02,-42,,,,,
12.22,2.48E-02,-41.96,,,,,
12.23,2.47E-02,-41.93,,,,,
12.24,2.47E-02,-41.89,,,,,
12.25,2.47E-02,-41.86,,,,,
12.26,2.46E-02,-41.83,,,,,
12.27,2.46E-02,-41.79,,,,,
12.28,2.46E-02,-41.76,,,,,
12.29,2.45E-02,-41.72,,,,,
12.3,2.45E-02,-41.69,,,,,
12.31,2.45E-02,-41.66,,,,,
12.32,2.44E-02,-41.62,,,,,
12.33,2.44E-02,-41.59,,,,,
12.34,2.44E-02,-41.55,,,,,
12.35,2.43E-02,-41.52,,,,,
12.36,2.43E-02,-41.49,,,,,
12.37,2.42E-02,-41.45,,,,,
12.38,2.42E-02,-41.42,,,,,
12.39,2.42E-02,-41.39,,,,,
12.4,2.41E-02,-41.35,,,,,
12.41,2.41E-02,-41.32,,,,,
12.42,2.41E-02,-41.29,,,,,
12.43,2.40E-02,-41.25,,,,,
12.44,2.40E-02,-41.22,,,,,
12.45,2.40E-02,-41.19,,,,,
12.46,2.39E-02,-41.15,,,,,
12.47,2.39E-02,-41.12,,,,,
12.48,2.39E-02,-41.09,,,,,
12.49,2.38E-02,-41.05,,,,,
12.5,2.38E-02,-41.02,,,,,
12.51,2.38E-02,-40.99,,,,,
12.52,2.37E-02,-40.96,,,,,
12.53,2.37E-02,-40.92,,,,,
12.54,2.37E-02,-40.89,,,,,
12.55,2.36E-02,-40.86,,,,,
12.56,2.36E-02,-40.83,,,,,
12.57,2.36E-02,-40.79,,,,,
12.58,2.35E-02,-40.76,,,,,
12.59,2.35E-02,-40.73,,,,,
12.6,2.35E-02,-40.7,,,,,
12.61,2.34E-02,-40.66,,,,,
12.62,2.34E-02,-40.63,,,,,
12.63,2.34E-02,-40.6,,,,,
12.64,2.33E-02,-40.57,,,,,
12.65,2.33E-02,-40.53,,,,,
12.66,2.33E-02,-40.5,,,,,
12.67,2.32E-02,-40.47,,,,,
12.68,2.32E-02,-40.44,,,,,
12.69,2.32E-02,-40.41,,,,,
12.7,2.31E-02,-40.37,,,,,
12.71,2.31E-02,-40.34,,,,,
12.72,2.31E-02,-40.31,,,,,
12.73,2.30E-02,-40.28,,,,,
12.74,2.30E-02,-40.25,,,,,
12.75,2.30E-02,-40.22,,,,,
12.76,2.29E-02,-40.18,,,,,
12.77,2.29E-02,-40.15,,,,,
12.78,2.29E-02,-40.12,,,,,
12.79,2.28E-02,-40.09,,,,,
12.8,2.28E-02,-40.06,,,,,
12.81,2.28E-02,-40.03,,,,,
12.82,2.27E-02,-40,,,,,
12.83,2.27E-02,-39.96,,,,,
12.84,2.27E-02,-39.93,,,,,
12.85,2.26E-02,-39.9,,,,,
12.86,2.26E-02,-39.87,,,,,
12.87,2.26E-02,-39.84,,,,,
12.88,2.25E-02,-39.81,,,,,
12.89,2.25E-02,-39.78,,,,,
12.9,2.25E-02,-39.75,,,,,
12.91,2.25E-02,-39.72,,,,,
12.92,2.24E-02,-39.69,,,,,
12.93,2.24E-02,-39.66,,,,,
12.94,2.24E-02,-39.62,,,,,
12.95,2.23E-02,-39.59,,,,,
12.96,2.23E-02,-39.56,,,,,
12.97,2.23E-02,-39.53,,,,,
12.98,2.22E-02,-39.5,,,,,
12.99,2.22E-02,-39.47,,,,,
13,2.22E-02,-39.44,,,,,
13.01,2.21E-02,-39.41,,,,,
13.02,2.21E-02,-39.38,,,,,
13.03,2.21E-02,-39.35,,,,,
13.04,2.20E-02,-39.32,,,,,
13.05,2.20E-02,-39.29,,,,,
13.06,2.20E-02,-39.26,,,,,
13.07,2.20E-02,-39.23,,,,,
13.08,2.19E-02,-39.2,,,,,
13.09,2.19E-02,-39.17,,,,,
13.1,2.19E-02,-39.14,,,,,
13.11,2.18E-02,-39.11,,,,,
13.12,2.18E-02,-39.08,,,,,
13.13,2.18E-02,-39.05,,,,,
13.14,2.17E-02,-39.02,,,,,
13.15,2.17E-02,-38.99,,,,,
13.16,2.17E-02,-38.96,,,,,
13.17,2.17E-02,-38.93,,,,,
13.18,2.16E-02,-38.9,,,,,
13.19,2.16E-02,-38.87,,,,,
13.2,2.16E-02,-38.84,,,,,
13.21,2.15E-02,-38.81,,,,,
13.22,2.15E-02,-38.78,,,,,
13.23,2.15E-02,-38.76,,,,,
13.24,2.14E-02,-38.73,,,,,
13.25,2.14E-02,-38.7,,,,,
13.26,2.14E-02,-38.67,,,,,
13.27,2.14E-02,-38.64,,,,,
13.28,2.13E-02,-38.61,,,,,
13.29,2.13E-02,-38.58,,,,,
13.3,2.13E-02,-38.55,,,,,
13.31,2.12E-02,-38.52,,,,,
13.32,2.12E-02,-38.49,,,,,
13.33,2.12E-02,-38.46,,,,,
13.34,2.12E-02,-38.44,,,,,
13.35,2.11E-02,-38.41,,,,,
13.36,2.11E-02,-38.38,,,,,
13.37,2.11E-02,-38.35,,,,,
13.38,2.10E-02,-38.32,,,,,
13.39,2.10E-02,-38.29,,,,,
13.4,2.10E-02,-38.26,,,,,
13.41,2.10E-02,-38.23,,,,,
13.42,2.09E-02,-38.21,,,,,
13.43,2.09E-02,-38.18,,,,,
13.44,2.09E-02,-38.15,,,,,
13.45,2.08E-02,-38.12,,,,,
13.46,2.08E-02,-38.09,,,,,
13.47,2.08E-02,-38.06,,,,,
13.48,2.08E-02,-38.04,,,,,
13.49,2.07E-02,-38.01,,,,,
13.5,2.07E-02,-37.98,,,,,
13.51,2.07E-02,-37.95,,,,,
13.52,2.06E-02,-37.92,,,,,
13.53,2.06E-02,-37.89,,,,,
13.54,2.06E-02,-37.87,,,,,
13.55,2.06E-02,-37.84,,,,,
13.56,2.05E-02,-37.81,,,,,
13.57,2.05E-02,-37.78,,,,,
13.58,2.05E-02,-37.76,,,,,
13.59,2.05E-02,-37.73,,,,,
13.6,2.04E-02,-37.7,,,,,
13.61,2.04E-02,-37.67,,,,,
13.62,2.04E-02,-37.64,,,,,
13.63,2.03E-02,-37.62,,,,,
13.64,2.03E-02,-37.59,,,,,
13.65,2.03E-02,-37.56,,,,,
13.66,2.03E-02,-37.53,,,,,
13.67,2.02E-02,-37.51,,,,,
13.68,2.02E-02,-37.48,,,,,
13.69,2.02E-02,-37.45,,,,,
13.7,2.02E-02,-37.42,,,,,
13.71,2.01E-02,-37.4,,,,,
13.72,2.01E-02,-37.37,,,,,
13.73,2.01E-02,-37.34,,,,,
13.74,2.00E-02,-37.31,,,,,
13.75,2.00E-02,-37.29,,,,,
13.76,2.00E-02,-37.26,,,,,
13.77,2.00E-02,-37.23,,,,,
13.78,1.99E-02,-37.21,,,,,
13.79,1.99E-02,-37.18,,,,,
13.8,1.99E-02,-37.15,,,,,
13.81,1.99E-02,-37.13,,,,,
13.82,1.98E-02,-37.1,,,,,
13.83,1.98E-02,-37.07,,,,,
13.84,1.98E-02,-37.05,,,,,
13.85,1.98E-02,-37.02,,,,,
13.86,1.97E-02,-36.99,,,,,
13.87,1.97E-02,-36.96,,,,,
13.88,1.97E-02,-36.94,,,,,
13.89,1.97E-02,-36.91,,,,,
13.9,1.96E-02,-36.88,,,,,
13.91,1.96E-02,-36.86,,,,,
13.92,1.96E-02,-36.83,,,,,
13.93,1.95E-02,-36.81,,,,,
13.94,1.95E-02,-36.78,,,,,
13.95,1.95E-02,-36.75,,,,,
13.96,1.95E-02,-36.73,,,,,
13.97,1.94E-02,-36.7,,,,,
13.98,1.94E-02,-36.67,,,,,
13.99,1.94E-02,-36.65,,,,,
14,1.94E-02,-36.62,,,,,
14.01,1.93E-02,-36.6,,,,,
14.02,1.93E-02,-36.57,,,,,
14.03,1.93E-02,-36.54,,,,,
14.04,1.93E-02,-36.52,,,,,
14.05,1.92E-02,-36.49,,,,,
14.06,1.92E-02,-36.46,,,,,
14.07,1.92E-02,-36.44,,,,,
14.08,1.92E-02,-36.41,,,,,
14.09,1.91E-02,-36.39,,,,,
14.1,1.91E-02,-36.36,,,,,
14.11,1.91E-02,-36.34,,,,,
14.12,1.91E-02,-36.31,,,,,
14.13,1.90E-02,-36.28,,,,,
14.14,1.90E-02,-36.26,,,,,
14.15,1.90E-02,-36.23,,,,,
14.16,1.90E-02,-36.21,,,,,
14.17,1.89E-02,-36.18,,,,,
14.18,1.89E-02,-36.16,,,,,
14.19,1.89E-02,-36.13,,,,,
14.2,1.89E-02,-36.1,,,,,
14.21,1.88E-02,-36.08,,,,,
14.22,1.88E-02,-36.05,,,,,
14.23,1.88E-02,-36.03,,,,,
14.24,1.88E-02,-36,,,,,
14.25,1.87E-02,-35.98,,,,,
14.26,1.87E-02,-35.95,,,,,
14.27,1.87E-02,-35.93,,,,,
14.28,1.87E-02,-35.9,,,,,
14.29,1.87E-02,-35.88,,,,,
14.3,1.86E-02,-35.85,,,,,
14.31,1.86E-02,-35.83,,,,,
14.32,1.86E-02,-35.8,,,,,
14.33,1.86E-02,-35.78,,,,,
14.34,1.85E-02,-35.75,,,,,
14.35,1.85E-02,-35.73,,,,,
14.36,1.85E-02,-35.7,,,,,
14.37,1.85E-02,-35.68,,,,,
14.38,1.84E-02,-35.65,,,,,
14.39,1.84E-02,-35.63,,,,,
14.4,1.84E-02,-35.6,,,,,
14.41,1.84E-02,-35.58,,,,,
14.42,1.83E-02,-35.55,,,,,
14.43,1.83E-02,-35.53,,,,,
14.44,1.83E-02,-35.5,,,,,
14.45,1.83E-02,-35.48,,,,,
14.46,1.82E-02,-35.46,,,,,
14.47,1.82E-02,-35.43,,,,,
14.48,1.82E-02,-35.41,,,,,
14.49,1.82E-02,-35.38,,,,,
14.5,1.82E-02,-35.36,,,,,
14.51,1.81E-02,-35.33,,,,,
14.52,1.81E-02,-35.31,,,,,
14.53,1.81E-02,-35.28,,,,,
14.54,1.81E-02,-35.26,,,,,
14.55,1.80E-02,-35.24,,,,,
14.56,1.80E-02,-35.21,,,,,
14.57,1.80E-02,-35.19,,,,,
14.58,1.80E-02,-35.16,,,,,
14.59,1.80E-02,-35.14,,,,,
14.6,1.79E-02,-35.11,,,,,
14.61,1.79E-02,-35.09,,,,,
14.62,1.79E-02,-35.07,,,,,
14.63,1.79E-02,-35.04,,,,,
14.64,1.78E-02,-35.02,,,,,
14.65,1.78E-02,-34.99,,,,,
14.66,1.78E-02,-34.97,,,,,
14.67,1.78E-02,-34.95,,,,,
14.68,1.77E-02,-34.92,,,,,
14.69,1.77E-02,-34.9,,,,,
14.7,1.77E-02,-34.88,,,,,
14.71,1.77E-02,-34.85,,,,,
14.72,1.77E-02,-34.83,,,,,
14.73,1.76E-02,-34.8,,,,,
14.74,1.76E-02,-34.78,,,,,
14.75,1.76E-02,-34.76,,,,,
14.76,1.76E-02,-34.73,,,,,
14.77,1.75E-02,-34.71,,,,,
14.78,1.75E-02,-34.69,,,,,
14.79,1.75E-02,-34.66,,,,,
14.8,1.75E-02,-34.64,,,,,
14.81,1.75E-02,-34.62,,,,,
14.82,1.74E-02,-34.59,,,,,
14.83,1.74E-02,-34.57,,,,,
14.84,1.74E-02,-34.55,,,,,
14.85,1.74E-02,-34.52,,,,,
14.86,1.74E-02,-34.5,,,,,
14.87,1.73E-02,-34.48,,,,,
14.88,1.73E-02,-34.45,,,,,
14.89,1.73E-02,-34.43,,,,,
14.9,1.73E-02,-34.41,,,,,
14.91,1.72E-02,-34.38,,,,,
14.92,1.72E-02,-34.36,,,,,
14.93,1.72E-02,-34.34,,,,,
14.94,1.72E-02,-34.31,,,,,
14.95,1.72E-02,-34.29,,,,,
14.96,1.71E-02,-34.27,,,,,
14.97,1.71E-02,-34.25,,,,,
14.98,1.71E-02,-34.22,,,,,
14.99,1.71E-02,-34.2,,,,,
15,1.71E-02,-34.18,,,,,
